Timestamp,Sex,Height (cm),Weight (KG),Arm Span (cm),How long have you been climbing for?,Where do you climb?,Hardest V Grade ever climbed ,Hardest V Grade climbed in the Last 3 months,The V grade you can send 90-100% of routes ,Hardest Route grade climbed (Ewbank grade) ,Hardest route climbed last 3 months (ewbank),Route grade you can send 90-100% of climbs,Frequency of climbing sessions per week,Average hours climbing per week (not including training),Average hours Training for climbing per week ,Hangboard Frequency per week ,Hangboard grips used ,Style of Hangboarding chosen ,Max Weight hangboard 18mm edge - Half crimp (KG)  (10 seconds) (added weight only),Max Weight hangboard 18mm edge - open crimp (KG) (10 seconds)  (added weight only),"Min Edge used (mm, +kg if weight added ) - Half Crimp (10 seconds)","Min Edge used (mm, +kg if weight added) - Open crimp (10 seconds) ",Campus Board frequency per week ,Campus Board time per week (hours),Frequency of Endurance training sesions per week,Endurance training ,General Strength Training frequency per week ,Time spent General strength training (hours),Type of Strength training,"Other activities (ie yoga, cardio)",Max pull up reps,5 rep max weighted pull ups,max push ups reps,max L-sit time 
16/10/2019 10:21:40,Male,175,68,175,14.5 - 15 years,Indoor and outdoor climbing,V8,V7,V7,28,27,27,1,3,3,2,"Half Crimp, Open Crimp, Front 3, Front 2, Middle 2, Slopers",Repeaters,,,8,10,1,1,2,"4x4, hangboard repeater protocols, ARC, route climbing intervals",4,5,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","Weight lifting, cycling, skiing",30,35kg,,
16/10/2019 13:56:43,Female,156,53,152.4,0 - .5 years,Indoor Climbing only,V5,V5,V4,23,23,19,3,2,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,,0,0,No other strength training,,,,,
16/10/2019 15:08:13,Female,169,65,174,0 - .5 years,Indoor Climbing only,V4,V4,V2,22,22,18,2,4,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,1,1,"Antagonists, Core, Upper body pushing",,2,,,
16/10/2019 15:29:46,Male,178,71,182,2 - 2.5 years,Indoor and outdoor climbing,V8,V8,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,6,0,1,Half Crimp,Max weight,30 kg added,,,,0,0,1,Laps of routes,3,1,"Antagonists, Core",,,,,
16/10/2019 21:55:17,Male,162,56,162,2.5 - 3 years,Indoor and outdoor climbing,V8,V8,V6,26,26,23,4,12,3,1,Full Crimp,Repeaters,,,,,3,1,3,"4x4, Max moves, Laps of routes",1,1,"Core, Upper body pulling, Upper body pushing",Running,30,,,
16/10/2019 22:58:13,Male,189,75,189,.5 - 1 years,Indoor and outdoor climbing,V5,V5,V2,21,21,19,2,3,2,0,"Half Crimp, Open Crimp",I don't hangboard,,,,,0,0,0,I don't train for endurance,2,2,"Core, Upper body pulling",,,,30,
17/10/2019 01:00:47,Female,162.5,59,161,1.5 - 2 years,Indoor Climbing only,V4,V4,V2,I don't climb routes,I don't climb routes,I don't climb routes,2,3,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,Bicycling,3,Unknown,10?,?
17/10/2019 03:27:18,Male,170,65,173,13 - 13.5 years,Indoor and outdoor climbing,V10,V9,V7,29,25,25,4,8,3,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,4x4,1,2,"Antagonists, Core",10 mile running across 2-3 days,,,,
17/10/2019 08:20:53,Male,180,72,185,7.5 - 8 years,Indoor and outdoor climbing,V7,V7,V6,29,27,27,4,9,6,6,"Half Crimp, Open Crimp",Max weight,16,16,10,10,0,0,3,"4x4, Max moves, systems boards, Laps of routes, route climbing intervals",2,2,"Antagonists, Core, Upper body pulling, Upper body pushing",cardio,18,20,20,30
17/10/2019 09:22:13,Male,180,75,180,1.5 - 2 years,Indoor Climbing only,V5,V5,V3,21,19,19,0,5,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,other,1,1,Upper body pulling,,7,,,
17/10/2019 22:36:57,Male,170,70,170,.5 - 1 years,Indoor and outdoor climbing,V5,V5,V4,24,23,22,5,15,5,3,Full Crimp,Repeaters,15,2.5,6mm,20mm,0,0,2,"hangboard repeater protocols, Laps of routes, ARC",0,0,No other strength training,,15,17.5,35,
18/10/2019 02:06:13,Male,181,180,185,0 - .5 years,Indoor and outdoor climbing,V4,V5,V2,20,20,18,3,2,10,1,"Half Crimp, Open Crimp, Front 3, Back 3, Slopers",Min Edge,2.5,0,18,18,1,1,1,Laps of routes,6,12,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Cardio,28,27 kg,137,
18/10/2019 02:11:58,Male,170,66,170,.5 - 1 years,Indoor Climbing only,I don't boulder,I don't boulder,I don't boulder,23,23,20,3,6,6,2,"Half Crimp, Open Crimp, Front 3, Back 3, Slopers, Pinch","Max weight, Repeaters",18,0,8mm,16mm,0,0,0,I don't train for endurance,3,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","mild cardio, stretching",25,36,35,N/A
18/10/2019 03:15:42,Male,188,80,191,2.5 - 3 years,Indoor and outdoor climbing,V7,V7,V4,20,20,17,3,8,1,0,I don't Hangboard,I don't hangboard,30,30,11,11,0,0,1,"4x4, ARC",1,1,"Antagonists, Core, Upper body pulling",NA,15,103,43,No idea
18/10/2019 10:19:58,Male,188,71,185,2.5 - 3 years,Indoor and outdoor climbing,V9,V9,V6,I don't climb routes,I don't climb routes,I don't climb routes,4,7,4,2,Half Crimp,"Max weight, Repeaters",38,,,,1,1,0,"I don't train for endurance, hangboard repeater protocols",3,3,"Core, Upper body pulling, Upper body pushing",,20,25,,
20/10/2019 15:21:34,Male,183,155,195,3.5 - 4 years,Outdoor Climbing only,V4,V4,V2,I don't climb routes,I don't climb routes,I don't climb routes,2,5,0,1,Full Crimp,Repeaters,,,,,0,0,0,I don't train for endurance,0,1,Antagonists,,20,,,
22/10/2019 07:45:41,Male,167.64,60.328,169,.5 - 1 years,Indoor and outdoor climbing,V5,V5,V3,28,28,24,3,5,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,2,"4x4, Laps of routes",1,1,"Core, Upper body pulling, Upper body pushing",Skateboard ,5,,20,
04/11/2019 05:17:28,Male,171,67.2,167,More than 15 years,Indoor and outdoor climbing,V12,V10,V8,I don't climb routes,I don't climb routes,I don't climb routes,3,5,4,2,"Full Crimp, Half Crimp, Open Crimp","Max weight, Min Edge, Repeaters",36.3,25,7mm 6.5,10 mm +21,0,0,0,,2,1,Antagonists,,Unknown ,Unknown unknown ,Unknown ,Unknown 
12/11/2019 16:54:03,Male,178,77,178,.5 - 1 years,Indoor Climbing only,V6,V6,V4,24,24,23,3,9,2,1,Half Crimp,Repeaters,,,,,0,0,0,I don't train for endurance,1,2,"Antagonists, Upper body pushing",,13,30,30,
14/11/2019 03:39:24,Male,183,68.3,186,0 - .5 years,Indoor Climbing only,V5,V5,V3,24,24,22,5,7,4,3,"Half Crimp, Open Crimp, Pinch",Min Edge,,,,,2,0,4,"4x4, Laps of routes, route climbing intervals",3,1,"Legs, Core, Upper body pulling, Upper body pushing",Mountain biking,15,,50,
16/11/2019 19:48:43,Male,173,60,175,4.5 - 5 years,Indoor and outdoor climbing,V10,V10,V7,27,27,25,4,6,12,3,Half Crimp,One arm hang program,45,45,6,6,0,0,2,I don't train for endurance,4,9,"Antagonists, Core, Upper body pulling",Yoga,18,5,20,1
13/12/2019 06:49:15,Female,169,65,168,More than 15 years,Indoor and outdoor climbing,V5,V4,V3,22,18,18,1,2,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,"Bicycling, ultimate Frisbee",1,,15,0
25/12/2019 10:29:26,Male,175,57,175,1.5 - 2 years,Indoor and outdoor climbing,V11,V11,V8,30,30,28,3,10,2,2,Half Crimp,"Max weight, Min Edge",36,,"8mm, 8kg",,1,0,0,I don't train for endurance,2,2,"Antagonists, Core, Upper body pulling",,23,70lb,35,
28/12/2019 02:42:50,Male,178,71,185,11 - 11.5 years,Indoor and outdoor climbing,V8,V8,V6,I don't climb routes,I don't climb routes,I don't climb routes,3,3,1,2,"Half Crimp, Open Crimp, Slopers",Max weight,55,,8,20,0,0,0,"I don't train for endurance, hangboard repeater protocols",3,2,"Antagonists, Core, Upper body pulling, Upper body pushing",,18,,,
09/01/2020 01:50:45,Male,179,69,185,More than 15 years,Indoor and outdoor climbing,V9,V9,V5,25,23,20,3,10,3,1,"Half Crimp, Open Crimp, Front 3, Back 3, Slopers","Max weight, Min Edge, Repeaters, One arm hang program",90,90,,,1,1,1,Laps of routes,1,1,"Legs, Core, Upper body pulling, Upper body pushing",,25,,,
21/01/2020 06:41:11,Male,178,60,178,8 - 8.5 years,Indoor and outdoor climbing,V8,V8,V6,25,I don't climb routes,22,2,5,1,2,Half Crimp,Min Edge,70,70,6,6,0,0,0,I don't train for endurance,0,0,No other strength training,,25,60,30,0
26/01/2020 07:33:07,Male,180,73,183,5 - 5.5 years,Indoor and outdoor climbing,V8,V8,V4,25,I don't climb routes,20,2,5,2,1,"Half Crimp, Front 3, Middle 2, Monos",One arm hang program,,,,,1,1,0,I don't train for endurance,3,3,"Antagonists, Upper body pulling, Upper body pushing",,20,40kg,25,40s
06/02/2020 05:32:29,Male,178,75,166,1.5 - 2 years,Indoor and outdoor climbing,V4,V4,V2,22,22,19,2,1,5,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,,2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Running,7,,,
18/02/2020 07:56:55,Male,185,82,188,.5 - 1 years,Indoor Climbing only,V5,V5,V2,I don't climb routes,I don't climb routes,I don't climb routes,2,6,6,0,I don't Hangboard,I don't hangboard,0,0,0,0,0,0,0,I don't train for endurance,0,0,No other strength training,I run about 40 miles per week (>10 hours),15,don't know,50,20 seconds
01/03/2020 09:23:50,Male,178,72,178,1.5 - 2 years,Indoor and outdoor climbing,V6,V6,V4,24,24,20,4,10,2,0,Half Crimp,Max weight,25,,,,0,0,0,I don't train for endurance,1,1,"Antagonists, Core",,,25,,
10/03/2020 16:42:52,Male,179,82,182,2 - 2.5 years,Indoor Climbing only,V5,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,4,13,1,0,I don't Hangboard,I don't hangboard,0,0,20,20,0,0,0,I don't train for endurance,0,0,No other strength training,,9,5kg,20,
25/03/2020 14:10:54,Male,185.3,87,188,0 - .5 years,Indoor Climbing only,V5,V5,V3,24,24,21,3,12,4,2,"Half Crimp, Open Crimp, Front 3",Max weight,17,17,12,12,0,0,1,ARC,2,4,"Antagonists, Core, Upper body pulling, Upper body pushing",yoga,14,20,35,20
26/03/2020 03:22:45,Male,178,68,178,.5 - 1 years,Indoor Climbing only,V5,V5,V4,22,22,19,3,1,2,1,"Half Crimp, Open Crimp, Slopers","Min Edge, Repeaters",10,0,10,12,0,0,1,4x4,1,2,"Core, Upper body pulling, Upper body pushing",,12,,20,
03/04/2020 12:25:50,Male,172,65.7,172,5.5 - 6 years,Indoor and outdoor climbing,V9,V9,V7,28,28,26,4,10,0,0,Half Crimp,Max weight,21,,,,0,0,0,I don't train for endurance,3,3,"Antagonists, Upper body pushing",,,70,,
10/04/2020 14:19:19,Male,182,70,190.5,5 - 5.5 years,Indoor and outdoor climbing,V7,V7,V5,I don't climb routes,11,I don't climb routes,3,5,3,0,I don't Hangboard,I don't hangboard,na,na,7,na,0,0,0,I don't train for endurance,3,3,"Antagonists, Core, Upper body pulling, Upper body pushing",,25,,30,8
11/04/2020 08:32:22,Male,170,68,170,1 - 1.5 years,Indoor Climbing only,V4,V4,V2,20,19,18,1,2,1,3,Open Crimp,Repeaters,,,,,0,0,1,Laps of routes,0,0,Legs,cycling,6,,10,
17/04/2020 01:43:57,Male,192,75,198,.5 - 1 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,7,7,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,7,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",parkour,15,25 kg,20,15
26/04/2020 11:15:28,Female,160,45,161,3.5 - 4 years,Indoor and outdoor climbing,V8,V8,V6,28,I don't climb routes,I don't climb routes,4,8,3,3,"Half Crimp, Open Crimp","Max weight, Repeaters",,27,8mm no added weight,8mm no added weight ,0,0,1,"I don't train for endurance, hangboard repeater protocols",2,1,"Core, Upper body pulling, Upper body pushing",Running,20,20kg,30,
06/05/2020 13:54:59,Male,173,61.235,173,2 - 2.5 years,Indoor and outdoor climbing,V5,V5,V4,29,29,27,3,4,1,2,"Full Crimp, Half Crimp, Open Crimp",Repeaters,,,,,2,1,1,4x4,2,1,"Core, Upper body pulling, Upper body pushing",,,,,
13/05/2020 01:04:32,Male,178,70,187,More than 15 years,Indoor and outdoor climbing,V12,V9,V7,30,28,24,3,10,3,1,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers","Repeaters, One arm hang program",45,70,8mm,6mm,1,1,0,I don't train for endurance,0,0,No other strength training,none,30,45,70,35
13/05/2020 09:48:02,Female,172,62,175,More than 15 years,Indoor and outdoor climbing,V5,V3,V2,25,22,20,3,12,12,2,Half Crimp,"Max weight, Repeaters",-6,-7,,,0,0,0,"hangboard repeater protocols, Max moves, systems boards, Laps of routes, Feet on 'campusing', route climbing intervals",5,6,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,0,,0,0
16/05/2020 05:12:51,Male,170,65,171,2.5 - 3 years,Indoor and outdoor climbing,V10,V9,V8,25,I don't climb routes,22,3,10,1,0,"Half Crimp, Open Crimp",Max weight,40kg,35kg,6mm,8mm,0,0,0,"I don't train for endurance, Max moves",0,0,No other strength training,"discgolf, skating, onewheeling",20,25kg,,
27/05/2020 21:11:40,Male,173,73,182,.5 - 1 years,Indoor and outdoor climbing,V5,V5,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,10,5,2,"Half Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers",Max weight,7.5,7.5,12,12,0,0,1,4x4,0,3,"Antagonists, Legs","running, cycling",9,15,50,not sure
30/05/2020 13:50:28,Male,174.3,61.7,182,2.5 - 3 years,Indoor Climbing only,V5,V5,V4,I don't climb routes,I don't climb routes,I don't climb routes,1,4,3,1,"Half Crimp, Open Crimp, Front 3, Middle 2, Slopers",Repeaters,,,,,0,0,0,hangboard repeater protocols,1,2,"Core, Upper body pulling",,20+,,,
11/06/2020 09:47:09,Male,188,86,203,1.5 - 2 years,Indoor and outdoor climbing,V5,V4,V4,I don't climb routes,I don't climb routes,I don't climb routes,2,4,2,3,"Half Crimp, Front 3, Back 3, Slopers","Max weight, Min Edge",29,,12,,0,0,0,,1,1,"Legs, Core, Upper body pulling",,18,,,
06/07/2020 04:56:31,Male,193,91.5,193,4 - 4.5 years,Indoor and outdoor climbing,V7,V6,V6,I don't climb routes,I don't climb routes,I don't climb routes,2,4,4,2,Half Crimp,Max weight,22.5,,,,0,0,0,I don't train for endurance,1,1,"Antagonists, Legs, Core",,,,,
06/07/2020 11:55:24,Male,172.72,55,177.8,.5 - 1 years,Indoor Climbing only,V4,V4,V3,I don't climb routes,I don't climb routes,I don't climb routes,2,12,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,4x4,0,0,No other strength training,,17,45 lbs,43,0 minutes
14/07/2020 06:12:39,Male,180,81,182,9.5 - 10 years,Outdoor Climbing only,V7,V6,V4,29,29,25,3,8,4,3,Half Crimp,Min Edge,35,40,8,8,0,0,0,I don't train for endurance,2,2,"Antagonists, Legs, Core, Upper body pulling",,,,,
25/07/2020 01:21:07,Male,110,60,110,1 - 1.5 years,Indoor Climbing only,V6,V6,V5,16,19,22,5,11,10,3,Half Crimp,Max weight,60,123,10,312,6,9,3,I don't train for endurance,2,9,Antagonists,312,30,150,150,10000
26/07/2020 02:07:46,Male,180,68,182,1 - 1.5 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,12,10,2,"Half Crimp, Open Crimp, Front 3, Front 2, Middle 2, Slopers, Monos","Max weight, Min Edge",20,40,"14, 16kg",10,0,0,0,I don't train for endurance,4,15,"Antagonists, Core, Upper body pulling, Upper body pushing",stretching,15,25.5kg,25,30secs
02/08/2020 07:58:36,Male,182,76,200,4 - 4.5 years,Indoor and outdoor climbing,V9,V7,V7,31,30,27,3,6,7,7,"Full Crimp, Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers, Pinch, Monos",Other protocol,36,32,4,6,4,3,7,other,7,15,"Legs, Core, Upper body pulling, Upper body pushing","Yoga, Cardio, Pilates",27,45,120,5:06
08/08/2020 00:07:34,Male,186,74,191,9.5 - 10 years,Indoor and outdoor climbing,V9,V7,V5,I don't climb routes,I don't climb routes,I don't climb routes,3,4,4,2,"Half Crimp, Front 3, Pinch","Max weight, Other protocol",30,25,,,1,1,1,other,2,1,"Legs, Core, Upper body pulling, Upper body pushing",None,15,25,25,7 sec
23/08/2020 06:42:37,Male,178,75,195,1 - 1.5 years,Indoor Climbing only,V3,V3,V3,24,24,19,2,5,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,skiing,,,,
24/08/2020 05:48:35,Male,187,80,182,3 - 3.5 years,Indoor and outdoor climbing,V2,V1,V1,18,18,15,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,4x4,1,1,"Upper body pulling, Upper body pushing",,5,-10,10,
07/09/2020 03:58:24,Female,165,52,172,12.5 - 13 years,Indoor and outdoor climbing,V8,V8,V4,28,I don't climb routes,I don't climb routes,5,12,10,3,Half Crimp,"Max weight, Min Edge, Repeaters",28,Don’t know,6mm,Don’t know,1,1,1,"4x4, hangboard repeater protocols",3,3,"Antagonists, Core, Upper body pulling, Upper body pushing",None,15,8kg,12,?
11/09/2020 07:14:24,Male,168,61.6,168,3 - 3.5 years,Indoor and outdoor climbing,V9,V9,V6,I don't climb routes,I don't climb routes,I don't climb routes,3,9,3,1,"Half Crimp, Front 3, Pinch","Max weight, Min Edge, ""no hangs""",50,50,6,6,0,0,0,I don't train for endurance,1,3,Upper body pulling,,,25,,
16/09/2020 09:52:00,Male,183,68,183,More than 15 years,Indoor and outdoor climbing,V6,V3,V4,25,24,23,3,7,0,0,"Full Crimp, Half Crimp, Open Crimp, Slopers, Pinch, I don't Hangboard",I don't hangboard,100,,,,1,0,1,"4x4, Laps of routes",1,1,Core,"Yoga, trail run, mountain bike, uncle life",,,,
11/10/2020 06:20:54,Male,173,69,155,More than 15 years,Indoor and outdoor climbing,V7,V6,V5,26,24,20,3,2,6,1,Half Crimp,Min Edge,,,,,0,0,0,I don't train for endurance,1,1,"Antagonists, Legs, Core",,,,,
21/10/2020 02:47:59,Male,182,78,193,.5 - 1 years,Indoor Climbing only,V5,V5,V5,24,24,21,4,10,0,0,I don't Hangboard,I don't hangboard,5,0,15,18,0,0,0,I don't train for endurance,4,1,"Antagonists, Upper body pulling, Upper body pushing",,18,,30,
31/10/2020 07:13:02,Male,190,77,200,8 - 8.5 years,Indoor and outdoor climbing,V8,V7,V4,28,28,26,6,8,4,1,"Half Crimp, Front 2","Max weight, ""no hangs""",17,17,10,10,0,0,1,"4x4, Laps of routes",1,1,"Antagonists, Upper body pulling, Upper body pushing",,15,9,20,4
10/11/2020 20:57:45,Male,170,62,170,5 - 5.5 years,Indoor and outdoor climbing,V11,V9,V8,30,28,29,3,5,3,3,"Half Crimp, Back 2",One arm hang program,,,,,0,0,0,I don't train for endurance,2,2,"Antagonists, Core, Upper body pulling",,,,,
17/11/2020 00:02:48,Male,160,56,165,11 - 11.5 years,Indoor and outdoor climbing,V8,V8,V5,31,31,28,3,11,10,1,"Half Crimp, Open Crimp, Front 3, Back 3, Middle 2","Max weight, Repeaters",36 kg,I forget but I think it's stronger than open crimp,unsure (rarely use min edge),unsure,1,1,0,I don't train for endurance,3,4,"Antagonists, Core, Upper body pulling, Upper body pushing","Running, biking, swimming, skiing","The most I've gotten was 35ish but I don't usually try, it seems useless",32 kg,No idea,all day lmao
17/11/2020 10:11:58,Male,180,72,75,6.5 - 7 years,Indoor and outdoor climbing,V11,V10,V8,27,I don't climb routes,24,4,15,1,0,I don't Hangboard,I don't hangboard,50,50,7mm,7mm,0,0,0,I don't train for endurance,0,0,No other strength training,,23,90,39,30s
23/11/2020 01:48:46,Male,182,78,188,1 - 1.5 years,Indoor Climbing only,V7,V7,V6,I don't climb routes,I don't climb routes,I don't climb routes,5,10,2,0,I don't Hangboard,I don't hangboard,-,-,-,-,0,0,0,I don't train for endurance,1,2,"Core, Upper body pulling",,20,20 kg,40,-
29/12/2020 15:34:37,Male,160,56,165,11 - 11.5 years,Indoor and outdoor climbing,V8,V8,V5,31,31,28,4,12,6,2,"Half Crimp, Open Crimp","Max weight, Min Edge, Repeaters",,43,6mm,Idk,1,0,0,hangboard repeater protocols,2,2,"Antagonists, Core, Upper body pulling, Upper body pushing","Skiing, running, swimming",Idk,75lbs,Idk,Idk
19/01/2021 01:16:01,Male,182,84,193,2.5 - 3 years,Indoor and outdoor climbing,V7,V7,V6,21,20,21,4,8,4,3,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers","Max weight, Min Edge",32kg,35kg,10mm,12mm,0,0,0,I don't train for endurance,4,2,"Core, Upper body pulling, Upper body pushing",Mountaineering,12,40,10,6
05/02/2021 08:08:30,Male,185,77,189,3.5 - 4 years,Indoor and outdoor climbing,V8,V8,V5,I don't climb routes,I don't climb routes,I don't climb routes,3,8,10,2,"Half Crimp, Open Crimp, Pinch","Max weight, Repeaters",29,43,7mm,10mm,0,0,1,"hangboard repeater protocols, Laps of routes, route climbing intervals",3,3,"Antagonists, Core, Upper body pulling, Upper body pushing",,23,250,85,60s
23/02/2021 00:02:06,Male,174,59,177,4 - 4.5 years,Indoor and outdoor climbing,V11,V8,V8,I don't climb routes,I don't climb routes,I don't climb routes,4,10,3,4,"Half Crimp, Open Crimp, Front 3, Middle 2","Max weight, Min Edge, One arm hang program",,,,,2,2,1,other,2,1,"Antagonists, Core, Upper body pulling, Upper body pushing",,22,,40,
22/03/2021 19:02:38,Male,180,71,180,1 - 1.5 years,Indoor Climbing only,V5,V5,V3,30,30,28,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,1,0,0,I don't train for endurance,0,0,No other strength training,,10,15kg,20,5 seconds
25/03/2021 08:40:43,Male,177,78,180,1 - 1.5 years,Indoor and outdoor climbing,V1,V1,V1,27,I don't climb routes,27,3,3,4,3,"Half Crimp, Pinch","Max weight, Repeaters",25,15,12,15,0,0,1,"4x4, hangboard repeater protocols, route climbing intervals",1,1,"Core, Upper body pulling",,15,35,15,10
08/04/2021 05:13:14,Female,158.75,58.96,155,2.5 - 3 years,Indoor Climbing only,V3,V2,V1,22,21,19,1,2,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,1,"Legs, Core",Running,1,,20,
18/04/2021 15:47:45,Male,172,65,182,More than 15 years,Indoor and outdoor climbing,V6,V6,V6,27,26,24,3,10,4,2,"Open Crimp, Front 3, Front 2, Middle 2, Back 2, Slopers, Pinch","Max weight, Repeaters, ""no hangs""",,27,,,0,0,1,Laps of routes,1,1,Upper body pulling,,70,,30,25
28/04/2021 17:33:29,Male,176,76,177,13.5 - 14 years,Indoor and outdoor climbing,V7,I don't boulder,V3,26,25,21,2,8,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,,0,0,No other strength training,,25,20.5 kg,45,no idea
29/04/2021 18:00:57,Male,181,68,181,1.5 - 2 years,Indoor and outdoor climbing,V4,V4,V3,22,22,20,3,8,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,Laps of routes,7,1,Upper body pulling,,13,,30,
